Ticker,Name,Sector,Industry,CMP,Final_Score,Tech_Score,Fund_Score,Sent_Score,Pre_Score,Forecast_Score,Intrinsic_Value,Margin_Safety,PE,ROE,Debt_to_Equity,PEG_Ratio,Market_Cap,Div_Yield,ROCE,OPM,FreeCashFlow,Sales,ProfitGrowth3Y,QtrSalesGrowth,QtrProfitGrowth,Reason,QualityScore,ROI_6to12_Score,Target,WinProbability,ExpectedReturn
CEINSYS.NS,CEINSYS.NS,Industrials,Engineering & Construction,996.5,0.2616666666666666,0.2,0.3333333333333333,0.5,0.2616666666666666,0.0,592.82,-40.51,16.73946,0.0,16.155,0,20864378880,0.0,20.320406584907744,21.731001,0.0,27.251202012289856,90.17481695339288,52.0,100.4,Earnings Breakout + Momentum,6,9,1,0.0911892129291462,12-18%
RADHIKAJWE.NS,RADHIKAJWE.NS,Consumer Cyclical,Luxury Goods,74.63,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,65.07,-12.11,11.978965,0.22557,11.904,0,8735540224,0.22,24.657712334287076,18.982,22.0778128,36.17287023514737,30.48392486925582,1.2,74.0,Earnings Breakout + Momentum,7,9,1,0.09113231954284073,12-18%
MODIS.NS,MODIS.NS,Real Estate,Real Estate - Development,309.05,0.2776834999999999,0.0,0.5714285714285714,0.51789,0.2776834999999999,0.0,110.4,-64.28,30.751242,0.12824,3.162,0,6054660096,0.0,15.34626654133682,20.169,-23.6476624,116.61931297009372,144.39474420778464,50.7,110.9,Earnings Breakout + Momentum,6,9,1,0.09025284063694834,12-18%
CARRARO.NS,CARRARO.NS,Consumer Cyclical,Auto Parts,528.25,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,184.42,-64.87,30.120481,0.21754,37.201,0,29847058432,0.86,22.19994347865214,6.978,21.4567504,6.492782250012397,57.83830511318353,33.1,44.6,Earnings Breakout + Momentum,6,9,1,0.09005127813167416,12-18%
VIKRAMSOLR.NS,VIKRAMSOLR.NS,Technology,Solar,227.08,0.32,0.2,0.5,0.5,0.32,0.0,142.47,-37.24,22.124756,0.0,8.898,0,82248949760,0.0,22.87438478504145,18.032,0.0,25.54501659215753,30.48449476364603,93.7,929.7,Earnings Breakout + Momentum,6,9,1,0.0899217279997695,12-18%
UNIVASTU.NS,UNIVASTU.NS,Industrials,Engineering & Construction,62.44,0.3227675,0.0,0.5714285714285714,0.81845,0.3227675,0.0,39.99,-35.7,21.228668,0.23806,43.706,0,2238376960,0.0,24.2248956594506,15.767999,-16.175288,42.83459138833179,25.966439781827955,14.000000000000002,42.9,Earnings Breakout + Momentum,6,9,1,0.0893722470526667,12-18%
THYROCARE.NS,THYROCARE.NS,Healthcare,Diagnostics & Research,464.7,0.57533625,0.8,0.5714285714285714,0.635575,0.57533625,0.0,77.97,-83.34,58.208954,0.24735,4.621,0,74487676928,2.01,27.158168117638454,27.636,142.5650048,5.290364089195565,-19.60972373943397,22.1,81.3,Earnings Breakout + Momentum,6,9,1,0.0891273676956231,12-18%
RPEL.NS,RPEL.NS,Basic Materials,Chemicals,855.6,0.2733333333333333,0.4,0.1666666666666666,0.5,0.2733333333333333,0.0,107.1,-87.46,78.56486,0.0,2.905,0,39208812544,0.12,24.11948550011829,26.884001,0.0,26.41955292793854,27.50874221602826,17.2,43.9,Earnings Breakout + Momentum,6,9,1,0.08908251764026577,12-18%
NEULANDLAB.NS,NEULANDLAB.NS,Healthcare,Drug Manufacturers - Specialty & Generic,14262.0,0.415,0.4,0.5714285714285714,0.5,0.415,0.0,2303.98,-83.89,76.53482,0.15928,16.327,0,183638949888,0.08,21.20152474409573,25.863000000000003,-159.3986816,15.816026471638931,59.732941396428174,65.4,194.9,Earnings Breakout + Momentum,6,9,1,0.08878436641228626,12-18%
PRECWIRE.NS,PRECWIRE.NS,Industrials,Electrical Equipment & Parts,227.19,0.548545,0.6,0.7142857142857143,0.5903,0.548545,0.0,71.62,-68.48,36.65323,0.1852,19.307,0,41560678400,0.66,24.81040215785441,4.256,1.7225876,15.392130996458642,12.635076505061685,18.1,83.3,Earnings Breakout + Momentum,6,9,1,0.08822342125127035,12-18%
LUMAXTECH.NS,LUMAXTECH.NS,Consumer Cyclical,Auto Parts,1531.6,0.485,0.6,0.5714285714285714,0.5,0.485,0.0,329.11,-78.57,49.39852,0.22785999,87.422,0,104676605952,0.36,22.7340594201491,9.793,12.0305376,32.465265344011755,36.81910568066306,37.3,56.00000000000001,Earnings Breakout + Momentum,6,9,1,0.08812072840595923,12-18%
INSPIRISYS.NS,INSPIRISYS.NS,Technology,Information Technology Services,83.9,0.2749999999999999,0.0,0.5714285714285714,0.5,0.2749999999999999,0.0,57.12,-32.31,9.962219,0.67415,128.048,0,3382332416,0.0,21.63763821637638,9.147,10.0262496,4.335677630307355,33.48672584499977,42.3,96.8,Earnings Breakout + Momentum,6,9,1,0.08708393208381038,12-18%
DYCL.NS,DYCL.NS,Industrials,Electrical Equipment & Parts,312.05,0.363295,0.0,0.7142857142857143,0.7553000000000001,0.363295,0.0,174.45,-44.4,19.633919,0.20727,18.848,0,15203898368,0.08,22.681613404825114,9.947,4.2989,22.06732321662235,28.012457829319917,20.200000000000003,41.6,Earnings Breakout + Momentum,6,9,1,0.08669866095283649,12-18%
VIMTALABS.NS,VIMTALABS.NS,Healthcare,Diagnostics & Research,555.35,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,186.6,-66.44,33.493977,0.19667,1.632,0,24827027456,0.18,23.334701559002795,23.555,-12.6536248,7.623217078837996,17.672108403854068,20.200000000000003,31.4,Earnings Breakout + Momentum,6,9,1,0.08667465951553593,12-18%
SCHAEFFLER.NS,SCHAEFFLER.NS,Consumer Cyclical,Auto Parts,3640.4,0.1333333333333333,0.0,0.1666666666666666,0.5,0.1333333333333333,0.0,732.04,-79.89,53.23779,0.0,1.012,0,569007865856,0.77,24.0175613889394,15.118,0.0,13.98118433933484,14.276197650289156,15.0,22.5,Earnings Breakout + Momentum,6,9,1,0.08662502101676653,12-18%
PRICOLLTD.NS,PRICOLLTD.NS,Consumer Cyclical,Auto Parts,610.5,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,180.82,-70.28,38.93154,0.18375,10.545,0,74164887552,0.66,21.01998059676563,8.737001,27.789088,20.442682718744543,48.41425708367435,50.5,41.9,Earnings Breakout + Momentum,6,9,1,0.08653072546294331,12-18%
THEJO.NS,THEJO.NS,Industrials,Specialty Industrial Machinery,1858.8,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,570.99,-69.45,38.377823,0.16969,11.289,0,20271015936,0.27,23.896802920251005,12.326,24.6087504,9.147641934852068,9.85909327667629,14.7,26.8,Earnings Breakout + Momentum,6,9,1,0.0862885146475201,12-18%
ICRA.NS,ICRA.NS,Financial Services,Financial Data & Stock Exchanges,6014.0,0.375803,0.2,0.7142857142857143,0.37202,0.375803,0.0,2225.67,-62.72,30.638952,0.18423,1.121,0,57452380160,1.0,22.64574278108781,32.454,107.2941888,13.497816840973842,14.826721023057976,8.3,30.1,Earnings Breakout + Momentum,7,9,1,0.08567609189538496,12-18%
STAR.NS,STAR.NS,Healthcare,Drug Manufacturers - Specialty & Generic,796.25,0.407399,0.2,0.7142857142857143,0.58266,0.407399,0.0,538.47,-32.37,18.478765,0.16453,65.787,0,73392521216,0.5,15.971499575382683,14.902,294.6476288,13.268580852365927,98.38937316486656,1.6,36.8,Earnings Breakout + Momentum,7,9,1,0.08565237652358147,12-18%
ALIVUS.NS,ALIVUS.NS,Healthcare,Drug Manufacturers - Specialty & Generic,888.6,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,488.75,-45.08,20.606623,0.191,2.005,0,109209903104,0.56,23.303454424903773,27.337,139.8073728,3.877906644858209,5.065062586732028,16.0,36.8,Earnings Breakout + Momentum,6,9,1,0.08545307720295932,12-18%
ZENSARTECH.NS,ZENSARTECH.NS,Technology,Information Technology Services,709.8,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,360.05,-49.01,23.082706,0.17543,2.741,0,160588595200,1.83,21.456126987247217,13.706,492.9625088,7.558017224971314,15.999940208946416,8.7,16.3,Earnings Breakout + Momentum,7,9,1,0.08434487633338376,12-18%
GARUDA.NS,GARUDA.NS,Industrials,Engineering & Construction,160.8,0.32,0.2,0.5,0.5,0.32,0.0,93.04,-42.14,17.402597,0.0,0.023,0,14961113088,0.03,20.14033586608741,29.472,0.0,43.09490799479248,38.40329363525139,149.2,113.1,Earnings Breakout + Momentum,6,9,1,0.08365199863176999,12-18%
CHOICEIN.NS,CHOICEIN.NS,Financial Services,Capital Markets,831.55,0.435,0.6,0.4285714285714285,0.5,0.435,0.0,110.78,-86.67,90.81968,0.16600999,35.606,0,185236029440,0.0,19.312763817852748,28.241,0.0,48.85502311251797,44.81625609545965,12.5,18.0,Earnings Breakout + Momentum,6,9,1,0.08349804635709251,12-18%
IFBIND.NS,IFBIND.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1395.0,0.485,0.6,0.5714285714285714,0.5,0.485,0.0,401.1,-71.35,44.60338,0.14816,18.143,0,56785829888,0.0,19.84220655629632,5.1,22.8975008,14.224353559300653,35.15868786745424,12.4,61.5,Earnings Breakout + Momentum,6,9,1,0.08262587192648213,12-18%
FMGOETZE.NS,FMGOETZE.NS,Consumer Cyclical,Auto Parts,446.95,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,422.75,-5.21,13.7273,0.13992,0.143,0,24811929600,0.0,18.970670304262747,12.0790005,81.7686976,9.598156624894427,44.19844191643969,5.800000000000001,28.8,Earnings Breakout + Momentum,7,9,1,0.08261286933288021,12-18%
BHARATSE.NS,BHARATSE.NS,Consumer Cyclical,Auto Parts,159.7,0.415,0.4,0.5714285714285714,0.5,0.415,0.0,67.12,-58.0,26.326195,0.19917,63.95,0,10043805696,0.69,19.19407970236755,2.962,31.0983872,16.346106133071657,40.01417456442997,57.8,39.8,Earnings Breakout + Momentum,6,9,1,0.08212616461749993,12-18%
EMCURE.NS,EMCURE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,1570.6,0.616151,0.8,0.7142857142857143,0.57434,0.616151,0.0,486.01,-69.1,37.505962,0.1784,33.972,0,298197614592,0.19,21.463511198577027,14.736,300.3851264,10.633917696014738,0.953923810310564,13.4,24.4,Earnings Breakout + Momentum,6,9,1,0.0818237650033645,12-18%
SHAILY.NS,SHAILY.NS,Basic Materials,Specialty Chemicals,1836.0,0.485,0.6,0.5714285714285714,0.5,0.485,0.0,313.85,-82.91,57.991158,0.25863,29.807,0,84441104384,0.11,18.524348330066477,26.233,-24.6335744,11.465629170517854,38.56021711177395,33.7,133.1,Earnings Breakout + Momentum,6,9,1,0.08178916703077939,12-18%
MEDANTA.NS,MEDANTA.NS,Healthcare,Medical Care Facilities,1049.0,0.2749999999999999,0.0,0.5714285714285714,0.5,0.2749999999999999,0.0,254.34,-75.75,50.287632,0.16391,25.468,0,281800671232,0.05,19.149835513784183,16.486,-8.0225,18.83075755561041,34.88025236295553,14.9,20.9,Earnings Breakout + Momentum,6,9,1,0.08155401978505117,12-18%
RBZJEWEL.NS,RBZJEWEL.NS,Consumer Cyclical,Luxury Goods,142.39,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,134.21,-7.53,12.269653,0.19124001,55.481,0,5805999616,0.0,18.53971789429533,18.85,-33.333312,28.113616134330695,39.13194499984542,24.4,129.7,Earnings Breakout + Momentum,6,9,1,0.08149354919481934,12-18%
SHREERAMA.NS,SHREERAMA.NS,Consumer Cyclical,Packaging & Containers,62.16,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,33.1,-46.69,15.180928,0.40311,13.028,0,8287028736,0.0,12.08432562259696,12.991,2.522775,11.311994095623202,118.49692698192156,17.5,27.500000000000004,Earnings Breakout + Momentum,6,9,1,0.08142831849071337,12-18%
